#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1998 to Dec 2017
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 826: Townsend Creek, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration               Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Townsend Creek (826) 
# Wyoming  SNOTEL Site - 8700 ft
# Reporting Frequency: Monthly; Date Range: Jan 1998 to Dec 2017
#
# As of: Apr 4, 2018 12:13:02 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
Dec 2005,1.5,6,4.2,49,-27,19
Jan 2006,2.8,13,5.3,50,-14,24
Feb 2006,4.0,18,6.6,51,-25,19
Mar 2006,5.4,25,8.0,52,-18,25
Apr 2006,6.7,27,9.4,64,4,37
May 2006,0.0,0,11.0,73,15,44
Jun 2006,0.0,0,12.2,78,27,55
Jul 2006,0.0,0,12.7,86,37,61
Aug 2006,0.0,0,12.9,80,29,56
Sep 2006,0.0,0,13.8,72,21,44
Oct 2006,0.0,0,0.0,65,-1,35
Nov 2006,1.7,7,3.3,52,-17,29
Dec 2006,2.1,8,4.7,50,-13,22
Jan 2007,2.8,12,5.4,49,-24,15
Feb 2007,4.5,23,7.1,53,-26,24
Mar 2007,5.4,26,8.1,62,-15,33
Apr 2007,7.8,37,11.2,68,1,35
May 2007,2.8,5,12.3,70,18,44
Jun 2007,0.0,0,16.2,81,28,55
Jul 2007,0.0,0,17.4,85,38,61
Aug 2007,0.0,0,18.8,82,31,58
Sep 2007,0.0,0,20.4,77,22,48
Oct 2007,0.0,0,0.0,67,8,39
Nov 2007,0.2,2,2.6,55,-7,30
Dec 2007,0.6,3,3.4,47,-18,16
Jan 2008,2.8,17,5.9,48,-17,15
Feb 2008,4.6,24,7.7,51,-14,21
Mar 2008,6.4,30,9.5,52,-11,23
Apr 2008,8.9,38,12.4,60,-10,30
May 2008,8.1,23,14.2,69,12,40
Jun 2008,0.0,0,20.1,77,24,50
Jul 2008,0.0,0,22.1,81,28,59
Aug 2008,0.0,0,22.5,82,32,57
Sep 2008,0.0,0,23.7,71,26,45
Oct 2008,0.0,0,0.0,67,5,37
Nov 2008,2.0,5,3.0,56,4,31
Dec 2008,1.9,6,3.8,52,-25,19
Jan 2009,3.7,25,5.8,55,-24,22
Feb 2009,4.3,18,6.5,53,-8,23
Mar 2009,4.6,18,6.9,55,-10,27
Apr 2009,8.4,38,11.0,61,-5,33
May 2009,11.5,40,17.1,71,19,43
Jun 2009,0.0,0,18.5,78,30,48
Jul 2009,0.0,0,22.2,80,33,56
Aug 2009,0.0,0,23.7,82,28,53
Sep 2009,0.0,0,24.4,74,22,50
Oct 2009,0.0,0,0.0,61,4,31
Nov 2009,3.5,19,4.9,56,-3,30
Dec 2009,3.3,13,5.2,44,-30,12
Jan 2010,4.8,22,6.6,49,-21,21
Feb 2010,5.5,25,7.2,44,-12,19
Mar 2010,6.3,29,8.1,56,-4,28
Apr 2010,10.6,49,12.3,61,4,33
May 2010,11.3,38,18.2,67,-2,37
Jun 2010,7.4,20,25.4,78,29,50
Jul 2010,0.0,0,28.8,82,31,58
Aug 2010,0.0,0,29.0,79,28,55
Sep 2010,0.0,0,30.7,77,22,50
Oct 2010,0.0,0,0.0,71,9,40
Nov 2010,0.0,0,1.7,59,-16,25
Dec 2010,3.2,22,5.2,45,-22,22
Jan 2011,4.8,25,6.7,48,-20,21
Feb 2011,5.6,26,7.5,47,-29,19
Mar 2011,7.5,35,9.5,54,0,29
Apr 2011,8.8,35,11.2,54,-1,31
May 2011,9.4,31,13.6,60,4,38
Jun 2011,7.6,23,22.1,76,25,49
Jul 2011,0.0,0,23.3,81,37,60
Aug 2011,0.0,0,23.9,82,35,58
Sep 2011,0.0,0,25.4,74,24,48
Oct 2011,0.0,0,0.0,71,8,39
Nov 2011,0.4,1,2.8,53,-7,27
Dec 2011,2.3,20,4.8,48,-21,19
Jan 2012,4.9,23,7.3,51,-8,24
Feb 2012,5.5,25,7.9,39,-7,18
Mar 2012,8.1,40,10.3,58,-7,35
Apr 2012,6.5,23,11.1,70,15,38
May 2012,0.0,0,12.8,70,15,43
Jun 2012,0.0,0,13.9,82,26,56
Jul 2012,0.0,0,13.9,83,38,61
Aug 2012,0.0,0,14.9,82,30,59
Sep 2012,0.0,0,14.9,74,26,50
Oct 2012,0.0,0,0.0,66,2,37
Nov 2012,0.0,0,1.9,55,-3,33
Dec 2012,0.9,4,2.7,45,-14,20
Jan 2013,1.5,11,3.7,50,-25,21
Feb 2013,2.5,13,4.9,44,-12,18
Mar 2013,4.2,24,6.3,54,-13,28
Apr 2013,5.5,23,8.1,60,-8,30
May 2013,7.2,24,11.5,69,4,43
Jun 2013,0.0,0,13.9,82,28,55
Jul 2013,0.0,0,14.2,82,41,60
Aug 2013,0.0,0,15.3,82,37,61
Sep 2013,0.0,0,16.5,78,19,49
Oct 2013,0.7,6,0.0,62,8,35
Nov 2013,1.6,11,2.8,54,-8,28
Dec 2013,2.2,11,3.6,50,-25,17
Jan 2014,3.3,18,4.5,48,-15,22
Feb 2014,4.0,22,5.0,43,-32,20
Mar 2014,5.2,26,6.2,52,-9,29
Apr 2014,8.0,34,9.2,59,-7,34
May 2014,5.3,18,10.9,72,16,44
Jun 2014,0.0,0,14.6,73,28,50
Jul 2014,0.0,0,15.1,83,30,58
Aug 2014,0.0,0,16.7,78,31,53
Sep 2014,0.0,0,18.6,75,9,49
Oct 2014,0.0,0,0.0,65,13,41
Nov 2014,0.0,0,1.7,54,-24,24
Dec 2014,1.3,7,3.5,48,-22,22
Jan 2015,3.0,18,5.2,59,-14,26
Feb 2015,3.5,16,5.9,55,-22,23
Mar 2015,5.1,27,7.3,60,-21,32
Apr 2015,5.3,16,8.4,63,4,35
May 2015,5.0,14,11.8,68,11,40
Jun 2015,0.0,0,20.8,82,32,55
Jul 2015,0.0,0,21.4,81,29,55
Aug 2015,0.0,0,23.6,81,28,56
Sep 2015,0.0,0,24.1,74,28,52
Oct 2015,0.0,0,0.0,69,13,42
Nov 2015,0.0,0,0.9,51,-7,25
Dec 2015,1.4,11,2.4,46,-13,19
Jan 2016,2.5,15,3.7,47,-10,21
Feb 2016,3.4,18,4.4,54,-14,27
Mar 2016,4.9,23,5.8,54,-10,29
Apr 2016,11.2,60,12.2,63,4,36
May 2016,13.0,51,18.1,68,8,40
Jun 2016,0.0,0,24.6,80,28,57
Jul 2016,0.0,0,25.0,81,32,59
Aug 2016,0.0,0,25.1,82,31,55
Sep 2016,0.0,0,25.6,78,26,48
Oct 2016,0.0,0,0.0,63,9,41
Nov 2016,0.0,0,2.8,60,-6,31
Dec 2016,1.1,7,4.1,40,-28,17
Jan 2017,3.8,20,6.7,47,-24,17
Feb 2017,7.0,31,10.0,53,-9,26
Mar 2017,12.3,57,15.2,58,3,35
Apr 2017,18.4,72,22.5,60,4,34
May 2017,19.9,63,28.1,69,21,42
Jun 2017,6.7,18,32.2,76,29,52
Jul 2017,0.0,0,33.1,80,35,59
Aug 2017,0.0,0,33.1,78,34,54
Sep 2017,0.0,0,35.4,80,21,46
Oct 2017,0.0,0,0.0,65,12,36
Nov 2017,0.0,0,0.9,53,0,33
Dec 2017,2.6,7,3.9,52,-15,24
