#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1998 to Dec 2017
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 870: Willow Park, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration               Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Willow Park (870) 
# Colorado  SNOTEL Site - 10700 ft
# Reporting Frequency: Monthly; Date Range: Jan 1998 to Dec 2017
#
# As of: Apr 5, 2018 7:44:28 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
Oct 2002,0.0,0,0.0,53,1,29
Nov 2002,1.9,16,2.9,49,-5,21
Dec 2002,4.1,17,6.1,40,-8,15
Jan 2003,5.8,26,7.7,48,4,21
Feb 2003,7.5,32,10.8,45,-18,12
Mar 2003,11.9,53,15.0,54,-9,22
Apr 2003,19.2,66,22.6,60,2,29
May 2003,19.3,53,26.3,72,16,37
Jun 2003,1.6,19,30.0,70,22,41
Jul 2003,0.0,0,31.7,78,34,53
Aug 2003,0.0,,32.6,74,31,49
Sep 2003,0.0,1,36.0,65,16,41
Oct 2003,0.0,0,0.0,66,8,37
Nov 2003,0.0,3,0.7,48,-12,20
Dec 2003,3.6,15,5.6,48,-6,17
Jan 2004,6.0,28,8.4,47,-8,15
Feb 2004,8.4,39,11.1,49,-19,13
Mar 2004,10.7,46,13.6,59,-2,27
Apr 2004,10.7,30,16.2,58,-5,28
May 2004,14.6,41,22.3,65,8,37
Jun 2004,0.0,0,24.3,72,24,42
Jul 2004,0.0,0,28.3,71,30,47
Aug 2004,0.0,7,31.8,71,26,45
Sep 2004,0.0,13,34.1,67,19,40
Oct 2004,0.0,1,0.0,59,9,31
Nov 2004,0.8,6,2.7,54,-16,20
Dec 2004,4.2,24,6.5,46,-19,17
Jan 2005,6.4,28,9.0,55,0,20
Feb 2005,9.3,39,12.8,46,-8,17
Mar 2005,11.1,45,15.1,48,-13,19
Apr 2005,13.9,51,18.0,59,7,29
May 2005,15.7,57,22.4,71,2,36
Jun 2005,1.2,15,26.6,71,24,43
Jul 2005,0.0,0,29.7,79,30,52
Aug 2005,0.0,10,30.6,107,24,46
Sep 2005,0.0,4,33.2,111,14,46
Oct 2005,0.0,4,0.0,,10,36
Nov 2005,0.0,0,2.4,88,-6,25
Dec 2005,4.0,19,7.2,82,-17,17
Jan 2006,8.1,33,12.6,82,-9,19
Feb 2006,11.0,41,16.2,87,-20,18
Mar 2006,13.0,41,18.3,96,-10,22
Apr 2006,16.4,53,22.0,100,1,34
May 2006,13.2,40,24.9,109,13,40
Jun 2006,0.0,,27.7,115,24,48
Jul 2006,0.0,,28.4,113,29,52
Aug 2006,0.0,1,32.6,114,20,49
Sep 2006,0.0,0,34.7,111,11,39
Oct 2006,0.0,2,0.0,101,-1,32
Nov 2006,3.2,14,4.7,90,-21,26
Dec 2006,4.8,23,7.5,,-12,19
Jan 2007,8.8,43,12.7,79,-18,16
Feb 2007,11.6,46,15.1,81,-25,20
Mar 2007,13.8,57,19.4,94,-15,29
Apr 2007,17.0,51,22.3,105,-8,31
May 2007,17.4,45,26.1,104,6,38
Jun 2007,1.9,14,28.5,110,11,47
Jul 2007,0.0,,29.5,73,36,52
Aug 2007,0.0,1,30.8,80,33,52
Sep 2007,0.0,,33.1,65,23,44
Oct 2007,0.0,5,0.0,59,5,36
Nov 2007,1.1,4,3.8,50,-4,29
Dec 2007,3.0,3,5.3,40,-15,15
Jan 2008,6.2,23,10.1,40,-15,13
Feb 2008,10.4,37,15.2,42,-1,18
Mar 2008,14.7,48,20.3,45,-5,21
Apr 2008,17.7,62,24.0,53,-1,28
May 2008,17.8,49,28.2,62,5,36
Jun 2008,6.7,26,32.0,66,27,44
Jul 2008,0.0,3,33.5,71,35,52
Aug 2008,0.0,6,34.4,74,34,49
Sep 2008,0.0,3,37.8,62,30,42
Oct 2008,0.0,4,0.0,60,8,36
Nov 2008,0.7,2,1.6,53,8,28
Dec 2008,3.9,14,4.2,40,-9,17
Jan 2009,8.1,25,8.9,45,-6,20
Feb 2009,13.1,41,14.9,44,2,21
Mar 2009,16.3,47,18.3,51,-1,25
Apr 2009,19.4,54,21.0,54,-1,29
May 2009,21.4,53,26.9,64,17,39
Jun 2009,1.9,15,30.5,67,31,44
Jul 2009,0.0,4,32.0,71,36,50
Aug 2009,0.0,6,34.3,73,30,49
Sep 2009,0.0,0,35.3,65,19,43
Oct 2009,0.0,0,0.0,54,0,29
Nov 2009,2.9,12,4.9,52,-6,28
Dec 2009,4.0,12,5.9,36,-18,12
Jan 2010,8.4,29,9.9,42,-6,19
Feb 2010,10.0,32,12.3,38,-8,15
Mar 2010,12.1,43,14.5,51,-12,24
Apr 2010,14.5,45,17.2,52,6,29
May 2010,17.2,62,24.3,63,9,35
Jun 2010,7.3,29,28.1,69,33,47
Jul 2010,0.0,,30.7,71,21,51
Aug 2010,0.0,1,33.2,71,34,50
Sep 2010,0.0,4,34.6,69,28,47
Oct 2010,0.0,0,0.0,63,9,35
Nov 2010,2.3,11,4.8,53,-10,22
Dec 2010,5.6,21,9.7,40,-17,22
Jan 2011,11.0,41,16.3,43,-19,16
Feb 2011,15.5,50,21.6,43,-25,17
Mar 2011,21.4,68,26.8,48,6,25
Apr 2011,26.4,74,32.4,52,7,27
May 2011,37.5,95,41.5,58,4,34
Jun 2011,38.5,74,47.1,67,30,45
Jul 2011,0.0,0,49.3,72,37,51
Aug 2011,0.0,0,52.6,87,28,52
Sep 2011,0.0,0,54.3,66,28,43
Oct 2011,0.0,0,0.0,62,1,34
Nov 2011,1.1,3,3.3,46,2,24
Dec 2011,3.9,16,7.0,43,-16,17
Jan 2012,5.9,25,9.3,46,-7,20
Feb 2012,7.8,32,12.1,38,-6,16
Mar 2012,11.6,47,16.7,56,-11,30
Apr 2012,8.3,25,17.6,59,13,34
May 2012,0.4,2,19.9,64,17,39
Jun 2012,0.0,0,22.6,74,31,52
Jul 2012,0.0,0,22.6,71,38,52
Aug 2012,0.0,0,26.4,79,34,51
Sep 2012,0.0,0,27.5,66,27,45
Oct 2012,0.0,0,0.0,59,8,35
Nov 2012,1.3,3,2.6,51,1,30
Dec 2012,1.7,4,3.4,44,-11,17
Jan 2013,6.7,21,7.6,46,-16,17
Feb 2013,9.5,28,9.7,37,-8,15
Mar 2013,12.0,31,11.8,48,-11,23
Apr 2013,16.5,37,15.9,53,-6,26
May 2013,23.3,58,23.8,62,-2,36
Jun 2013,3.9,10,27.2,74,30,49
Jul 2013,0.0,0,27.4,72,33,51
Aug 2013,0.0,0,29.0,70,35,49
Sep 2013,0.0,0,34.3,70,21,45
Oct 2013,0.0,0,0.0,60,11,31
Nov 2013,1.7,12,4.5,47,5,26
Dec 2013,3.1,19,7.4,40,-11,16
Jan 2014,6.5,34,10.8,38,-7,18
Feb 2014,10.2,50,17.0,39,-5,19
Mar 2014,17.8,67,26.0,47,-7,25
Apr 2014,21.5,68,30.0,53,-4,29
May 2014,20.2,63,33.3,62,13,38
Jun 2014,13.8,30,40.7,67,22,46
Jul 2014,0.0,0,40.9,72,31,51
Aug 2014,0.0,0,43.4,67,34,47
Sep 2014,0.0,0,43.6,66,23,46
Oct 2014,0.2,1,0.0,59,16,37
Nov 2014,0.0,0,2.3,51,-10,24
Dec 2014,4.0,17,7.2,49,-20,19
Jan 2015,7.8,34,11.5,51,-12,22
Feb 2015,9.9,39,14.1,48,-7,21
Mar 2015,13.5,53,18.8,56,0,29
Apr 2015,13.2,39,21.7,57,8,31
May 2015,16.7,42,26.4,60,17,36
Jun 2015,14.9,33,32.6,71,33,48
Jul 2015,0.0,0,33.0,68,35,50
Aug 2015,0.0,0,36.4,70,29,51
Sep 2015,0.0,0,37.2,67,29,47
Oct 2015,0.0,0,0.0,61,19,38
Nov 2015,1.2,6,2.8,50,-6,23
Dec 2015,4.1,24,7.2,41,-11,16
Jan 2016,7.0,33,10.6,39,-11,18
Feb 2016,9.6,44,13.4,47,-7,23
Mar 2016,12.7,44,16.0,51,-4,24
Apr 2016,19.2,64,22.5,57,7,30
May 2016,20.7,62,26.9,59,2,36
Jun 2016,12.8,35,30.6,74,31,49
Jul 2016,0.0,0,31.6,71,36,52
Aug 2016,0.0,0,32.9,69,31,47
Sep 2016,0.0,0,35.5,67,25,45
Oct 2016,0.0,0,0.0,58,16,38
Nov 2016,0.0,0,1.9,54,3,29
Dec 2016,1.4,11,3.8,40,-16,17
Jan 2017,6.4,31,10.6,38,-22,17
Feb 2017,12.3,47,17.4,48,-2,24
Mar 2017,16.0,62,22.5,53,2,31
Apr 2017,16.4,49,25.3,54,4,30
May 2017,18.2,50,30.4,62,19,37
Jun 2017,12.6,26,36.3,71,31,48
Jul 2017,0.0,0,36.7,73,32,51
Aug 2017,0.0,0,39.5,67,35,48
Sep 2017,0.0,0,41.6,69,17,43
Oct 2017,0.0,0,0.0,57,8,34
Nov 2017,0.2,2,3.4,50,4,32
Dec 2017,2.9,12,7.1,45,-1,22
