#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1998 to Dec 2017
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 353: Blind Bull Sum, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration               Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Blind Bull Sum (353) 
# Wyoming  SNOTEL Site - 8650 ft
# Reporting Frequency: Monthly; Date Range: Jan 1998 to Dec 2017
#
# As of: Apr 5, 2018 7:44:20 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
Oct 2002,0.1,0,0.0,54,6,32
Nov 2002,0.4,4,1.4,51,0,24
Dec 2002,3.9,19,4.0,44,-6,20
Jan 2003,7.7,39,7.2,50,6,25
Feb 2003,12.5,50,10.3,40,-14,16
Mar 2003,15.8,59,12.5,50,5,25
Apr 2003,23.0,78,17.4,61,9,32
May 2003,22.5,56,18.4,72,14,40
Jun 2003,7.2,17,20.4,74,28,47
Jul 2003,0.0,0,22.5,83,42,60
Aug 2003,0.0,0,23.1,82,35,57
Sep 2003,0.0,0,24.4,73,22,46
Oct 2003,0.0,0,0.0,69,6,40
Nov 2003,0.8,5,1.2,42,-2,19
Dec 2003,6.6,29,5.5,49,1,21
Jan 2004,12.0,61,10.1,45,-10,17
Feb 2004,16.0,60,12.6,44,-7,18
Mar 2004,18.7,64,15.1,56,6,30
Apr 2004,20.1,55,16.1,56,14,34
May 2004,19.9,44,18.1,62,20,38
Jun 2004,10.2,22,21.6,69,31,47
Jul 2004,0.0,0,25.0,77,38,54
Aug 2004,0.0,0,26.0,76,32,51
Sep 2004,0.0,0,28.5,74,22,44
Oct 2004,0.0,0,0.0,62,6,35
Nov 2004,3.6,23,3.6,55,-9,23
Dec 2004,4.7,22,4.8,38,-15,20
Jan 2005,9.5,52,8.6,54,3,22
Feb 2005,12.8,47,11.3,46,-3,20
Mar 2005,16.0,57,13.9,48,-1,25
Apr 2005,19.1,71,16.0,57,11,32
May 2005,19.8,,18.0,62,15,39
Jun 2005,7.9,,22.0,76,19,45
Jul 2005,0.0,0,24.5,83,36,58
Aug 2005,0.0,0,24.8,79,31,54
Sep 2005,0.0,0,25.7,73,26,45
Oct 2005,0.0,0,0.0,65,15,37
Nov 2005,0.3,2,1.3,50,-2,25
Dec 2005,5.4,27,5.3,43,-18,17
Jan 2006,13.3,63,11.2,45,-1,19
Feb 2006,20.3,79,16.4,47,-12,16
Mar 2006,24.6,77,18.7,49,-8,21
Apr 2006,28.5,80,21.6,61,12,33
May 2006,28.7,63,23.5,66,19,41
Jun 2006,8.4,18,24.5,76,32,51
Jul 2006,0.0,0,25.1,85,41,60
Aug 2006,0.0,0,26.3,79,32,56
Sep 2006,0.0,0,27.3,77,24,46
Oct 2006,0.0,0,0.0,62,7,35
Nov 2006,1.2,,2.1,50,-10,26
Dec 2006,5.8,,6.1,49,-5,20
Jan 2007,10.3,,9.3,47,-14,15
Feb 2007,12.9,48,11.3,48,-9,23
Mar 2007,18.2,70,14.6,56,-6,32
Apr 2007,20.4,64,16.2,69,12,35
May 2007,22.7,57,19.0,70,16,44
Jun 2007,2.4,8,19.9,80,30,54
Jul 2007,0.0,0,21.0,85,46,63
Aug 2007,0.0,0,22.0,80,36,58
Sep 2007,0.0,0,24.1,77,28,49
Oct 2007,0.0,0,0.0,67,16,37
Nov 2007,1.8,6,3.2,52,2,29
Dec 2007,4.4,22,5.0,38,-3,16
Jan 2008,9.1,45,8.4,38,-9,15
Feb 2008,15.0,63,12.6,41,2,21
Mar 2008,20.4,68,15.4,43,0,23
Apr 2008,26.3,89,18.7,57,0,28
May 2008,27.4,72,19.6,69,19,39
Jun 2008,22.9,48,23.4,82,25,48
Jul 2008,0.0,0,25.1,83,42,60
Aug 2008,0.0,0,25.3,84,37,57
Sep 2008,0.0,0,26.1,69,31,47
Oct 2008,0.0,0,0.0,65,14,36
Nov 2008,1.4,3,2.1,49,12,28
Dec 2008,4.8,17,5.1,37,-5,15
Jan 2009,9.9,43,9.6,55,-15,20
Feb 2009,17.0,62,14.4,45,-1,20
Mar 2009,20.5,72,16.7,50,-1,23
Apr 2009,26.6,89,19.7,56,10,31
May 2009,30.2,74,23.6,67,18,40
Jun 2009,18.6,39,26.4,72,32,45
Jul 2009,0.0,0,31.7,74,35,54
Aug 2009,0.0,0,32.2,77,31,53
Sep 2009,0.0,0,32.9,69,24,50
Oct 2009,0.0,0,0.0,55,3,29
Nov 2009,2.7,10,2.4,54,3,26
Dec 2009,3.5,16,3.2,34,-12,12
Jan 2010,6.6,33,5.3,46,-10,20
Feb 2010,10.2,48,8.0,37,-3,17
Mar 2010,11.9,47,9.3,45,4,25
Apr 2010,14.5,56,10.8,56,6,30
May 2010,19.5,59,14.7,58,9,33
Jun 2010,17.3,44,18.7,75,25,46
Jul 2010,0.0,0,22.7,76,34,55
Aug 2010,0.0,0,22.9,75,29,53
Sep 2010,0.0,0,24.1,69,27,48
Oct 2010,0.0,0,0.0,67,10,39
Nov 2010,3.5,15,2.7,51,-13,22
Dec 2010,7.2,31,5.2,34,-14,20
Jan 2011,14.3,58,11.0,37,-13,17
Feb 2011,20.3,66,14.8,42,-19,15
Mar 2011,23.4,77,16.7,41,7,23
Apr 2011,33.7,99,23.6,46,6,26
May 2011,43.7,112,28.8,54,13,35
Jun 2011,41.9,86,32.5,68,24,43
Jul 2011,16.6,32,34.6,74,39,55
Aug 2011,0.0,0,36.1,75,38,55
Sep 2011,0.0,0,37.6,68,35,49
Oct 2011,0.0,0,0.0,63,13,36
Nov 2011,0.7,2,2.1,44,-2,21
Dec 2011,4.8,21,5.3,42,-8,17
Jan 2012,7.8,37,7.2,39,-4,19
Feb 2012,15.1,63,12.7,34,3,17
Mar 2012,19.9,72,15.7,53,5,29
Apr 2012,22.9,65,17.3,62,6,34
May 2012,23.9,57,19.0,65,16,39
Jun 2012,11.6,24,20.9,77,27,51
Jul 2012,0.0,0,21.1,77,42,58
Aug 2012,0.0,0,22.7,76,39,58
Sep 2012,0.0,0,23.3,68,35,50
Oct 2012,0.0,0,0.0,60,13,35
Nov 2012,1.4,5,1.9,49,6,29
Dec 2012,4.3,20,4.2,37,-8,16
Jan 2013,10.1,44,8.4,40,-20,16
Feb 2013,12.7,54,10.0,34,-7,16
Mar 2013,14.3,54,11.2,47,-3,24
Apr 2013,17.8,60,13.1,50,-1,28
May 2013,22.0,65,16.3,64,14,40
Jun 2013,7.6,20,18.5,75,29,51
Jul 2013,0.0,0,19.7,74,41,57
Aug 2013,0.0,0,21.8,76,42,57
Sep 2013,0.0,0,22.6,72,23,47
Oct 2013,0.0,0,0.0,55,14,33
Nov 2013,1.7,10,2.4,49,1,26
Dec 2013,5.1,22,4.8,37,-19,14
Jan 2014,10.3,43,8.5,40,-4,19
Feb 2014,15.6,64,11.4,37,-16,19
Mar 2014,29.3,104,19.1,45,4,26
Apr 2014,36.2,104,23.0,52,4,30
May 2014,38.1,89,24.7,65,16,41
Jun 2014,27.6,42,26.1,66,27,46
Jul 2014,0.0,0,27.9,76,36,57
Aug 2014,0.0,0,30.2,71,35,51
Sep 2014,0.0,0,34.2,69,17,48
Oct 2014,0.0,0,0.0,60,15,39
Nov 2014,0.6,3,0.8,50,-14,23
Dec 2014,8.3,38,6.2,43,-15,21
Jan 2015,13.9,52,10.2,57,0,23
Feb 2015,17.6,55,12.6,44,-8,23
Mar 2015,21.1,62,14.4,52,1,30
Apr 2015,22.9,60,15.7,55,9,32
May 2015,24.1,52,17.5,62,22,39
Jun 2015,15.1,25,22.5,77,35,54
Jul 2015,0.0,0,24.2,74,32,52
Aug 2015,0.0,0,26.2,76,36,55
Sep 2015,0.0,0,27.0,69,29,49
Oct 2015,0.0,0,0.0,63,22,41
Nov 2015,0.7,4,1.1,44,-2,21
Dec 2015,4.9,23,3.8,38,-8,16
Jan 2016,9.7,40,7.0,37,-3,19
Feb 2016,14.1,58,9.7,44,0,22
Mar 2016,19.3,62,12.6,45,0,26
Apr 2016,25.0,76,16.5,58,12,34
May 2016,25.0,59,17.6,60,15,38
Jun 2016,16.6,29,20.7,74,34,53
Jul 2016,0.0,0,22.0,75,33,56
Aug 2016,0.0,0,22.6,74,33,55
Sep 2016,0.0,0,22.8,70,30,46
Oct 2016,0.0,0,0.0,57,16,36
Nov 2016,1.7,3,5.5,53,5,30
Dec 2016,3.7,12,6.7,32,-13,13
Jan 2017,13.7,50,15.0,38,-15,15
Feb 2017,22.6,67,21.3,43,-3,23
Mar 2017,36.5,104,31.4,52,7,30
Apr 2017,42.2,95,35.3,56,9,30
May 2017,48.1,111,38.9,66,14,40
Jun 2017,32.3,66,40.0,69,30,47
Jul 2017,2.1,3,42.2,75,40,58
Aug 2017,0.0,0,42.6,75,39,55
Sep 2017,0.0,0,43.3,73,22,44
Oct 2017,1.2,3,0.0,55,15,33
Nov 2017,2.2,7,0.6,48,6,27
Dec 2017,11.1,36,7.1,42,-6,20
