#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1998 to Dec 2017
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 822: Togwotee Pass, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration               Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Togwotee Pass (822) 
# Wyoming  SNOTEL Site - 9580 ft
# Reporting Frequency: Monthly; Date Range: Jan 1998 to Dec 2017
#
# As of: Apr 5, 2018 7:44:05 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
Oct 2002,0.0,0,0.0,52,-3,28
Nov 2002,1.5,9,1.5,46,-1,22
Dec 2002,5.8,24,5.8,38,-10,18
Jan 2003,8.6,41,8.6,45,4,24
Feb 2003,13.5,54,13.5,39,-26,14
Mar 2003,17.7,70,17.8,50,0,23
Apr 2003,24.4,79,24.5,59,4,30
May 2003,24.4,64,25.9,72,11,38
Jun 2003,15.2,35,28.6,70,23,44
Jul 2003,0.0,0,30.0,77,37,58
Aug 2003,0.0,0,30.3,79,34,54
Sep 2003,0.0,0,32.3,67,19,42
Oct 2003,0.0,0,0.0,65,1,37
Nov 2003,0.7,4,1.1,38,-8,17
Dec 2003,6.2,27,6.4,43,-3,19
Jan 2004,11.4,56,11.7,38,-17,16
Feb 2004,14.4,59,14.8,39,-8,17
Mar 2004,16.7,60,17.1,55,4,28
Apr 2004,18.1,51,18.7,55,8,31
May 2004,19.5,49,21.4,60,17,36
Jun 2004,16.4,39,25.7,67,28,44
Jul 2004,0.0,0,27.5,76,33,52
Aug 2004,0.0,0,28.7,72,31,50
Sep 2004,0.0,0,30.5,70,21,43
Oct 2004,0.0,0,0.0,58,9,34
Nov 2004,3.1,20,3.3,51,-10,24
Dec 2004,4.5,24,4.7,40,-14,20
Jan 2005,8.9,46,9.1,49,-2,21
Feb 2005,11.3,43,11.4,50,-4,21
Mar 2005,13.2,49,13.2,47,0,24
Apr 2005,16.5,63,16.5,60,9,31
May 2005,18.2,56,19.2,64,11,38
Jun 2005,13.6,32,23.8,76,22,44
Jul 2005,0.0,0,26.6,80,36,56
Aug 2005,0.0,0,26.6,75,29,52
Sep 2005,0.0,0,28.7,69,26,43
Oct 2005,0.0,0,0.0,61,13,37
Nov 2005,2.4,10,2.7,47,-4,25
Dec 2005,7.7,37,8.2,45,-17,17
Jan 2006,13.5,58,14.2,43,2,19
Feb 2006,18.4,72,19.4,44,-21,15
Mar 2006,21.6,76,22.7,48,-10,21
Apr 2006,24.7,78,25.7,63,14,33
May 2006,26.0,69,29.0,69,15,40
Jun 2006,16.3,40,30.9,75,32,50
Jul 2006,0.0,0,31.5,78,42,58
Aug 2006,0.0,0,31.7,73,30,52
Sep 2006,0.0,0,32.6,71,24,43
Oct 2006,0.0,0,0.0,57,1,31
Nov 2006,2.8,17,3.5,47,-9,23
Dec 2006,5.7,26,7.0,42,-7,19
Jan 2007,9.4,41,11.0,41,-24,13
Feb 2007,12.1,48,13.9,46,-16,19
Mar 2007,15.8,63,17.8,53,-7,29
Apr 2007,16.7,53,19.1,64,3,31
May 2007,18.5,54,23.0,65,15,40
Jun 2007,5.6,14,24.1,76,25,50
Jul 2007,0.0,0,25.6,78,43,59
Aug 2007,0.0,0,26.3,75,35,53
Sep 2007,0.0,0,29.0,72,25,44
Oct 2007,0.0,0,0.0,61,12,33
Nov 2007,4.8,21,5.9,50,0,24
Dec 2007,8.3,35,9.6,33,-6,12
Jan 2008,13.2,57,14.9,38,-17,11
Feb 2008,18.4,72,20.4,41,2,18
Mar 2008,22.2,76,24.3,40,-8,19
Apr 2008,28.0,98,30.1,57,-2,25
May 2008,30.2,85,33.4,67,15,36
Jun 2008,28.5,70,38.0,71,22,44
Jul 2008,11.3,28,41.3,73,31,54
Aug 2008,0.0,0,41.6,76,30,52
Sep 2008,0.0,0,42.7,65,28,42
Oct 2008,0.0,0,0.0,62,9,33
Nov 2008,2.3,9,2.9,48,7,26
Dec 2008,7.3,29,8.4,34,-14,12
Jan 2009,12.7,57,14.1,51,-19,18
Feb 2009,19.3,68,21.2,42,-4,18
Mar 2009,22.4,79,24.4,53,-5,21
Apr 2009,27.4,96,29.6,56,7,29
May 2009,31.3,89,34.3,66,9,38
Jun 2009,20.1,49,36.8,68,29,42
Jul 2009,3.4,8,43.8,72,31,51
Aug 2009,0.0,0,45.2,73,28,50
Sep 2009,0.0,0,46.2,68,22,47
Oct 2009,0.6,6,0.0,55,0,26
Nov 2009,4.2,17,4.3,52,2,24
Dec 2009,5.6,24,5.9,33,-21,9
Jan 2010,8.1,36,8.3,41,-17,19
Feb 2010,11.2,49,11.3,37,-2,16
Mar 2010,13.4,51,13.5,51,1,24
Apr 2010,16.8,66,16.8,56,-1,28
May 2010,20.7,69,22.2,62,5,31
Jun 2010,22.3,60,27.5,71,23,43
Jul 2010,1.2,3,34.3,72,32,52
Aug 2010,0.0,0,35.4,71,30,50
Sep 2010,0.0,0,36.9,66,23,45
Oct 2010,0.0,0,0.0,67,12,36
Nov 2010,3.5,20,4.3,53,-16,20
Dec 2010,8.9,39,9.8,38,-17,18
Jan 2011,14.8,56,16.0,37,-19,15
Feb 2011,20.0,69,21.2,41,-30,13
Mar 2011,23.2,73,24.6,41,2,22
Apr 2011,29.5,94,31.0,44,1,24
May 2011,37.8,108,39.3,56,8,33
Jun 2011,42.5,109,46.3,69,18,42
Jul 2011,23.7,60,49.3,74,33,53
Aug 2011,0.0,0,49.4,72,34,53
Sep 2011,0.0,0,51.0,67,27,46
Oct 2011,0.0,0,0.0,66,13,34
Nov 2011,1.6,5,3.4,42,-8,20
Dec 2011,6.3,27,8.1,38,-17,16
Jan 2012,9.2,42,10.9,41,-8,18
Feb 2012,14.1,58,16.0,34,-1,16
Mar 2012,18.8,73,20.6,53,-1,27
Apr 2012,21.9,65,24.0,66,8,33
May 2012,20.9,58,27.1,65,15,37
Jun 2012,16.5,44,31.8,74,25,48
Jul 2012,0.0,0,31.8,74,40,56
Aug 2012,0.0,0,32.8,74,32,55
Sep 2012,0.0,0,33.2,66,29,46
Oct 2012,0.0,0,0.0,59,7,32
Nov 2012,2.2,11,3.0,48,-2,26
Dec 2012,5.9,28,6.7,34,-12,14
Jan 2013,11.4,44,12.1,38,-18,15
Feb 2013,13.6,54,14.4,32,-9,15
Mar 2013,16.0,60,16.8,48,-6,22
Apr 2013,19.5,63,20.3,54,-6,25
May 2013,22.9,68,24.7,63,5,38
Jun 2013,11.5,28,28.1,75,23,48
Jul 2013,0.0,0,28.6,75,38,55
Aug 2013,0.0,0,30.6,72,39,54
Sep 2013,0.0,0,31.7,70,21,44
Oct 2013,1.8,7,0.0,56,14,30
Nov 2013,4.6,23,3.5,48,-2,23
Dec 2013,7.3,27,6.5,40,-22,12
Jan 2014,11.7,50,11.3,37,-6,17
Feb 2014,16.0,64,15.9,40,-24,15
Mar 2014,26.3,101,26.4,47,-8,23
Apr 2014,31.8,103,32.0,52,-3,28
May 2014,35.2,93,36.1,65,11,39
Jun 2014,22.8,48,37.6,65,24,43
Jul 2014,0.0,0,40.1,74,31,54
Aug 2014,0.0,0,41.1,73,32,48
Sep 2014,0.0,0,44.4,67,13,44
Oct 2014,0.0,0,0.0,56,14,36
Nov 2014,0.6,2,1.5,49,-22,20
Dec 2014,8.1,40,8.9,44,-21,19
Jan 2015,12.1,45,13.2,53,2,22
Feb 2015,16.0,49,17.3,46,-16,21
Mar 2015,19.9,65,21.5,54,-10,28
Apr 2015,21.5,56,23.5,58,6,30
May 2015,20.9,48,26.3,60,13,37
Jun 2015,14.4,28,30.2,75,32,51
Jul 2015,0.0,0,30.8,72,31,50
Aug 2015,0.0,0,34.2,74,29,52
Sep 2015,0.0,0,34.7,67,26,46
Oct 2015,0.0,0,0.0,61,21,38
Nov 2015,1.4,5,3.3,43,-2,19
Dec 2015,4.6,20,6.9,38,-10,15
Jan 2016,9.2,38,11.5,39,-3,18
Feb 2016,13.3,56,15.7,44,-3,21
Mar 2016,16.6,60,19.4,48,-6,24
Apr 2016,21.3,71,24.1,58,10,32
May 2016,22.3,61,26.9,63,14,37
Jun 2016,15.1,31,30.5,71,28,51
Jul 2016,0.0,0,31.4,75,30,53
Aug 2016,0.0,0,31.9,72,31,52
Sep 2016,0.0,0,32.9,67,28,43
Oct 2016,0.0,0,0.0,56,13,35
Nov 2016,2.4,8,6.4,55,2,28
Dec 2016,5.2,23,8.7,31,-16,11
Jan 2017,13.9,54,17.6,42,-21,14
Feb 2017,18.5,61,22.3,45,-5,20
Mar 2017,27.7,91,31.6,54,1,28
Apr 2017,32.3,87,37.0,55,6,29
May 2017,37.0,102,42.9,65,18,39
Jun 2017,28.0,64,44.9,71,27,46
Jul 2017,0.0,0,48.2,74,38,55
Aug 2017,0.0,0,49.8,72,36,52
Sep 2017,0.0,0,50.4,73,20,42
Oct 2017,2.5,8,0.0,55,9,30
Nov 2017,4.2,15,3.1,51,1,25
Dec 2017,12.3,45,11.8,45,-9,18
