#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1998 to Dec 2017
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 703: Powder River Pass, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration               Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Month  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Month                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Powder River Pass (703) 
# Wyoming  SNOTEL Site - 9480 ft
# Reporting Frequency: Monthly; Date Range: Jan 1998 to Dec 2017
#
# As of: Feb 4, 2018 7:22:34 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
Jan 2004,5.6,27,6.2,41,-25,18
Feb 2004,6.8,29,7.5,44,-12,18
Mar 2004,9.0,41,9.4,56,4,28
Apr 2004,8.4,25,10.8,55,8,32
May 2004,5.4,17,13.1,60,15,37
Jun 2004,0.0,0,15.6,69,30,44
Jul 2004,0.0,0,18.7,76,33,51
Aug 2004,0.0,0,21.5,73,26,48
Sep 2004,0.0,0,23.2,71,21,43
Oct 2004,0.0,0,0.0,59,2,34
Nov 2004,3.3,18,4.0,54,-7,26
Dec 2004,3.9,17,4.8,44,-27,20
Jan 2005,6.3,30,7.1,50,-7,21
Feb 2005,7.5,31,8.3,50,-3,21
Mar 2005,8.6,35,9.5,48,-4,23
Apr 2005,10.7,41,12.1,57,6,31
May 2005,8.2,29,14.5,62,9,37
Jun 2005,0.0,0,18.8,75,26,46
Jul 2005,0.0,0,22.2,80,35,56
Aug 2005,0.0,0,23.6,76,31,52
Sep 2005,0.0,0,24.7,71,26,47
Oct 2005,0.0,0,0.0,63,13,36
Nov 2005,0.5,3,2.2,53,-9,25
Dec 2005,2.4,15,3.9,44,-20,16
Jan 2006,4.9,23,6.7,44,2,20
Feb 2006,6.6,31,8.0,47,-26,15
Mar 2006,8.2,35,9.8,48,-5,22
Apr 2006,10.1,38,11.8,62,13,34
May 2006,5.0,15,13.3,65,15,40
Jun 2006,0.0,0,16.8,73,31,51
Jul 2006,0.0,0,17.9,83,42,58
Aug 2006,0.0,0,18.2,76,35,53
Sep 2006,0.0,0,19.4,70,25,42
Oct 2006,0.0,0,0.0,61,1,32
Nov 2006,1.6,9,2.1,54,-9,24
Dec 2006,3.2,15,3.8,46,-7,21
Jan 2007,3.8,17,4.7,48,-21,15
Feb 2007,5.0,22,5.9,42,-25,19
Mar 2007,7.5,38,8.5,57,-7,29
Apr 2007,9.5,35,11.8,62,8,30
May 2007,7.9,21,14.5,64,18,40
Jun 2007,0.9,4,17.5,77,25,50
Jul 2007,0.0,0,19.9,79,41,58
Aug 2007,0.0,0,21.9,77,35,55
Sep 2007,0.0,0,23.2,76,22,45
Oct 2007,0.0,0,0.0,63,12,35
Nov 2007,1.7,7,3.5,51,-6,25
Dec 2007,2.6,11,4.6,41,-7,13
Jan 2008,5.3,28,7.2,39,-18,12
Feb 2008,7.7,34,9.6,46,-5,18
Mar 2008,9.7,41,11.7,49,-4,19
Apr 2008,12.7,48,14.8,57,-3,26
May 2008,13.0,40,17.2,63,16,36
Jun 2008,8.0,20,24.3,74,24,44
Jul 2008,0.0,0,26.7,76,32,55
Aug 2008,0.0,0,28.2,78,33,54
Sep 2008,0.0,0,28.4,67,24,42
Oct 2008,0.0,0,0.0,63,9,34
Nov 2008,1.3,3,2.2,52,10,28
Dec 2008,3.5,16,4.5,39,-16,13
Jan 2009,6.2,26,7.2,49,-12,19
Feb 2009,9.3,36,10.5,46,-3,20
Mar 2009,10.9,43,12.4,53,-11,23
Apr 2009,12.6,45,14.6,55,1,30
May 2009,12.6,43,18.2,68,14,39
Jun 2009,0.0,0,19.8,71,22,43
Jul 2009,0.0,0,24.8,74,31,51
Aug 2009,0.0,0,26.8,75,31,50
Sep 2009,0.0,0,28.7,71,22,48
Oct 2009,0.0,0,0.0,57,-7,26
Nov 2009,2.1,8,2.5,53,6,27
Dec 2009,2.4,10,2.8,35,-23,10
Jan 2010,3.5,16,3.7,44,-16,20
Feb 2010,5.0,23,5.3,44,-8,16
Mar 2010,6.6,30,7.1,53,1,27
Apr 2010,8.7,35,10.0,54,6,29
May 2010,7.6,27,12.8,62,2,33
Jun 2010,3.9,11,18.5,75,29,45
Jul 2010,0.0,0,22.4,77,32,53
Aug 2010,0.0,0,23.8,75,31,52
Sep 2010,0.0,0,25.3,72,27,47
Oct 2010,0.0,0,0.0,68,16,38
Nov 2010,2.1,10,2.9,56,-14,22
Dec 2010,3.8,18,4.8,47,-10,19
Jan 2011,6.4,29,7.3,42,-26,17
Feb 2011,10.0,42,11.7,43,-25,14
Mar 2011,11.4,44,13.2,45,3,24
Apr 2011,15.0,61,17.4,50,3,26
May 2011,20.7,71,23.9,55,10,34
Jun 2011,22.8,63,30.5,70,26,45
Jul 2011,0.0,0,32.7,76,41,56
Aug 2011,0.0,0,33.0,77,38,54
Sep 2011,0.0,0,33.8,70,27,47
Oct 2011,0.0,0,0.0,70,11,35
Nov 2011,2.1,7,3.3,48,-3,21
Dec 2011,4.2,19,5.6,43,-15,19
Jan 2012,5.3,23,6.9,45,-12,19
Feb 2012,6.5,28,8.1,36,0,16
Mar 2012,11.4,55,13.2,58,-1,31
Apr 2012,10.5,29,15.0,64,13,34
May 2012,6.1,19,19.1,66,19,38
Jun 2012,0.0,0,23.3,79,24,51
Jul 2012,0.0,0,24.8,78,42,58
Aug 2012,0.0,0,26.4,77,35,55
Sep 2012,0.0,0,27.0,68,30,47
Oct 2012,0.0,0,0.0,62,5,32
Nov 2012,1.9,7,2.5,50,-1,27
Dec 2012,4.3,20,5.1,39,-11,15
Jan 2013,5.7,24,6.2,43,-17,18
Feb 2013,7.1,36,7.7,38,-8,17
Mar 2013,8.6,37,9.3,48,-7,22
Apr 2013,10.8,39,12.3,56,-7,25
May 2013,13.6,55,16.8,66,9,39
Jun 2013,2.0,11,21.3,73,26,49
Jul 2013,0.0,0,24.7,76,40,56
Aug 2013,0.0,0,25.3,75,38,56
Sep 2013,0.0,0,25.7,76,23,46
Oct 2013,1.2,4,0.0,60,13,31
Nov 2013,3.4,15,3.5,48,-1,25
Dec 2013,4.3,18,4.8,39,-24,14
Jan 2014,6.3,31,6.5,39,-15,18
Feb 2014,9.5,45,9.8,37,-25,12
Mar 2014,12.6,52,13.2,46,-7,24
Apr 2014,15.7,56,16.8,54,-2,29
May 2014,15.8,44,18.7,68,12,39
Jun 2014,0.8,2,20.9,65,29,44
Jul 2014,0.0,0,25.5,78,33,55
Aug 2014,0.0,0,26.8,74,32,50
Sep 2014,0.0,0,29.9,71,13,45
Oct 2014,0.0,0,0.0,59,18,38
Nov 2014,0.0,0,0.9,52,-25,20
Dec 2014,3.9,23,5.0,46,-19,20
Jan 2015,5.4,24,6.4,52,-2,24
Feb 2015,7.3,30,8.2,47,-20,20
Mar 2015,9.6,39,10.4,56,-11,29
Apr 2015,9.8,28,11.5,59,9,32
May 2015,7.7,22,13.6,58,11,37
Jun 2015,1.0,2,19.2,71,35,51
Jul 2015,0.0,0,24.1,75,32,52
Aug 2015,0.0,0,26.0,76,29,53
Sep 2015,0.0,0,27.5,72,29,49
Oct 2015,0.0,0,0.0,65,23,40
Nov 2015,0.2,3,0.8,49,-3,23
Dec 2015,1.3,7,1.8,38,-10,17
Jan 2016,2.3,13,2.8,42,1,21
Feb 2016,3.7,20,3.9,46,-2,22
Mar 2016,5.9,28,5.7,50,-6,25
Apr 2016,8.1,35,8.1,60,8,32
May 2016,8.2,25,11.4,62,17,37
Jun 2016,0.0,0,14.1,75,31,53
Jul 2016,0.0,0,18.6,80,33,55
Aug 2016,0.0,0,19.0,77,31,53
Sep 2016,0.0,0,19.9,74,26,44
Oct 2016,0.0,0,0.0,60,18,36
Nov 2016,0.0,0,2.7,60,3,30
Dec 2016,0.6,6,3.2,33,-23,12
Jan 2017,2.7,18,5.3,50,-19,16
Feb 2017,4.0,23,6.9,53,-4,21
Mar 2017,6.2,31,8.9,55,1,29
Apr 2017,8.1,30,11.9,57,8,30
May 2017,11.7,37,17.9,66,18,39
Jun 2017,0.0,0,19.6,71,29,47
Jul 2017,0.0,0,23.2,78,39,57
Aug 2017,0.0,0,25.2,74,33,52
Sep 2017,0.0,0,26.8,72,23,43
Oct 2017,0.0,0,0.0,57,3,32
Nov 2017,2.3,9,1.8,47,4,26
Dec 2017,5.6,23,4.7,44,-13,19
